"","gender","home_location","level_of_education","age_years","number_of_subjects","devices_used","economic_status","family_size","internet_facility","sport_engagement","elder_supervising","study_time","sleep_time","social_media_time","gaming_interest","separate_room_study","group_study_engagement","average_mark_score","online_mode_interaction","interested","performance_level","satisfaction_level"
"964","Female","Urban","Under Graduate","21","6","Laptop","Middle Class","6","3","No","No","4","6","2","No","No","No","81-90","1","Practical","6","Bad"
"965","Male","Urban","Under Graduate","19","5","Laptop","Middle Class","4","5","Yes","No","1","8","5","Yes","Yes","No","81-90","2","Practical","5","Bad"
"966","Female","Urban","Under Graduate","18","7","Laptop","Rich","6","5","Yes","Yes","4","6","7","Yes","Yes","yes","81-90","4","Practical","10","Good"
"967","Male","Urban","Under Graduate","18","1","Laptop","Middle Class","4","4","No","Yes","6","8","1","Yes","Yes","No","91-100","1","Both","6","Average"
"968","Male","Urban","Under Graduate","19","11","Laptop","Middle Class","4","3","No","Yes","7","7","5","Yes","No","yes","81-90","1","Both","9","Bad"
"969","Male","Rural","Under Graduate","19","18","Laptop","Middle Class","5","5","No","Yes","4","7","2","Yes","No","yes","91-100","2","Practical","8","Average"
"970","Male","Rural","Under Graduate","18","11","Mobile","Middle Class","4","3","No","Yes","3","8","5","Yes","Yes","No","81-90","3","Practical","6","Average"
"971","Male","Rural","Under Graduate","19","6","Laptop","Middle Class","4","3","Yes","Yes","4","7","4","No","Yes","No","91-100","1","Both","2","Bad"
"972","Female","Urban","Under Graduate","20","7","Laptop","Rich","5","5","Yes","No","4","7","3","No","Yes","yes","91-100","5","Theory","9","Average"
"973","Female","Urban","Under Graduate","20","6","Laptop","Middle Class","4","3","No","No","2","10","2","No","No","No","91-100","2","Practical","4","Bad"
"974","Male","Urban","Under Graduate","20","6","Laptop","Middle Class","4","1","Yes","Yes","4","7","1","Yes","Yes","yes","91-100","1","Practical","2","Bad"
"975","Male","Rural","Under Graduate","21","5","Laptop","Poor","5","3","Yes","No","3","8","2","Yes","Yes","yes","91-100","2","Practical","5","Average"
"976","Male","Urban","Under Graduate","20","10","Laptop","Middle Class","4","4","No","No","1","8","2","Yes","Yes","yes","81-90","3","Both","9","Good"
"977","Female","Urban","Under Graduate","18","5","Laptop","Middle Class","5","4","Yes","Yes","5","6","2","No","Yes","No","81-90","4","Practical","9","Average"
"978","Female","Urban","Under Graduate","20","6","Laptop","Rich","4","3","Yes","Yes","2","9","3","Yes","Yes","No","71-80","3","Practical","7","Average"
"979","Female","Urban","Under Graduate","20","6","Laptop","Middle Class","4","5","No","No","2","10","4","Yes","Yes","No","91-100","2","Practical","8","Bad"
"980","Female","Urban","Post Graduate","30","2","Laptop","Middle Class","8","5","Yes","Yes","4","6","2","Yes","Yes","yes","71-80","3","Practical","7","Average"
"981","Male","Rural","Under Graduate","21","7","Mobile","Middle Class","4","3","Yes","No","7","8","1","No","Yes","No","61-70","3","Practical","6","Good"
"982","Male","Rural","Under Graduate","19","12","Mobile","Middle Class","4","4","No","Yes","3","6","1","Yes","No","No","81-90","4","Practical","8","Average"
"983","Male","Rural","Under Graduate","21","6","Mobile","Middle Class","5","3","No","Yes","5","8","6","Yes","Yes","No","71-80","3","Theory","7","Good"
"984","Female","Urban","Under Graduate","20","7","Mobile","Middle Class","5","4","No","Yes","2","5","1","No","No","No","81-90","3","Both","3","Bad"
"985","Male","Rural","Under Graduate","21","7","Laptop","Rich","5","5","No","Yes","6","8","1","No","Yes","yes","71-80","5","Both","10","Good"
"986","Male","Rural","Under Graduate","20","7","Laptop","Middle Class","4","5","Yes","Yes","4","8","2","No","Yes","No","51-60","5","Theory","9","Good"
"987","Male","Urban","Under Graduate","20","5","Laptop","Middle Class","4","4","No","Yes","5","6","2","Yes","Yes","No","61-70","3","Practical","8","Average"
"988","Male","Rural","Under Graduate","20","6","Laptop","Middle Class","4","4","Yes","No","3","7","4","Yes","Yes","yes","71-80","4","Practical","8","Average"
"989","Female","Urban","Under Graduate","19","7","Mobile","Middle Class","4","4","No","No","6","7","4","No","Yes","yes","81-90","2","Theory","6","Average"
"990","Male","Urban","Under Graduate","17","5","Laptop","Middle Class","5","4","Yes","No","5","6","1","No","No","yes","81-90","3","Practical","7","Average"
"991","Female","Rural","Under Graduate","19","5","Laptop","Middle Class","4","4","Yes","Yes","5","9","5","No","Yes","No","91-100","3","Theory","7","Average"
"992","Male","Rural","Post Graduate","22","4","Mobile","Poor","4","3","Yes","No","3","7","1","No","Yes","No","71-80","3","Practical","4","Bad"
"993","Male","Urban","Post Graduate","21","5","Mobile","Poor","3","3","Yes","Yes","1","8","2","Yes","No","yes","51-60","3","Practical","6","Good"
"994","Male","Rural","Post Graduate","21","6","Mobile","Middle Class","4","3","No","No","3","7","1","No","No","No","61-70","3","Practical","4","Average"
"995","Male","Rural","Post Graduate","21","4","Mobile","Middle Class","4","3","No","Yes","5","7","2","Yes","No","No","71-80","4","Theory","9","Average"
"996","Male","Rural","Post Graduate","23","5","Laptop","Poor","2","3","No","No","8","8","2","Yes","No","yes","71-80","2","Practical","5","Bad"
"997","Male","Urban","Post Graduate","22","3","Mobile","Middle Class","5","2","Yes","Yes","3","8","1","No","Yes","yes","81-90","5","Practical","10","Good"
"998","Female","Urban","Post Graduate","34","8","Laptop","Middle Class","6","3","No","Yes","2","7","1","No","No","No","71-80","3","Practical","7","Bad"
"999","Male","Urban","Post Graduate","32","3","Mobile","Middle Class","4","3","No","Yes","2","8","1","Yes","No","No","71-80","2","Both","4","Average"
"1000","Male","Rural","Post Graduate","39","4","Laptop","Middle Class","4","5","No","Yes","5","7","1","Yes","No","No","61-70","5","Practical","7","Average"
"1001","Male","Rural","Under Graduate","20","2","Mobile","Middle Class","3","3","No","No","1","7","3","Yes","No","No","20-Nov","1","Practical","2","Bad"
"1002","Female","Urban","Post Graduate","39","7","Laptop","Rich","4","5","Yes","Yes","6","8","2","No","Yes","yes","81-90","5","Both","10","Good"
"1003","Male","Urban","Under Graduate","26","5","Mobile","Middle Class","5","2","No","No","4","9","7","Yes","No","yes","81-90","1","Practical","4","Average"
"1004","Female","Rural","Post Graduate","40","5","Desktop","Middle Class","4","3","Yes","Yes","7","7","7","Yes","Yes","yes","61-70","3","Both","6","Good"
"1005","Female","Urban","Post Graduate","35","3","Laptop","Middle Class","4","5","No","Yes","3","4","1","No","Yes","yes","91-100","5","Practical","10","Good"
"1006","Female","Urban","Post Graduate","34","2","Laptop","Middle Class","3","4","Yes","No","7","6","2","No","Yes","yes","71-80","5","Both","10","Average"
"1007","Male","Rural","Post Graduate","29","3","Mobile","Middle Class","3","3","No","No","3","9","2","Yes","Yes","yes","71-80","3","Both","7","Average"
"1008","Female","Rural","Post Graduate","40","9","Mobile","Middle Class","5","5","Yes","Yes","5","7","6","Yes","Yes","yes","21-30","5","Practical","9","Good"
"1009","Male","Rural","Under Graduate","37","2","Mobile","Middle Class","4","3","No","No","2","7","1","No","No","No","71-80","4","Both","6","Good"
"1010","Male","Urban","Post Graduate","40","5","Mobile","Middle Class","3","4","Yes","Yes","6","5","5","Yes","Yes","yes","41-50","4","Both","9","Average"
"1011","Female","Rural","Post Graduate","36","2","Laptop","Middle Class","6","4","Yes","No","2","5","1","Yes","No","yes","51-60","4","Practical","8","Good"
"1012","Female","Urban","Under Graduate","25","3","Laptop","Middle Class","4","5","No","Yes","2","5","7","Yes","No","No","41-50","3","Theory","5","Average"
"1013","Female","Rural","Post Graduate","40","2","Mobile","Middle Class","2","5","No","No","2","8","3","No","Yes","No","71-80","5","Practical","10","Average"
"1014","Male","Rural","Post Graduate","36","6","Laptop","Middle Class","7","4","Yes","Yes","7","7","7","Yes","Yes","yes","51-60","4","Theory","8","Good"
"1015","Male","Urban","Post Graduate","40","7","Laptop","Middle Class","4","4","Yes","Yes","3","7","1","No","Yes","yes","91-100","3","Both","7","Good"
"1016","Female","Urban","Post Graduate","40","2","Laptop","Middle Class","3","5","No","No","2","9","1","Yes","Yes","yes","51-60","3","Practical","6","Good"
"1017","Female","Urban","Post Graduate","21","5","Mobile","Middle Class","5","2","Yes","Yes","5","8","2","Yes","Yes","No","41-50","3","Practical","6","Average"
"1018","Female","Rural","Under Graduate","20","3","Mobile","Middle Class","3","2","No","No","4","6","2","No","Yes","yes","71-80","3","Theory","5","Average"
"1019","Female","Rural","Under Graduate","20","3","Mobile","Middle Class","3","5","No","No","4","6","2","No","Yes","No","71-80","2","Both","4","Average"
"1020","Female","Rural","Under Graduate","21","6","Mobile","Middle Class","3","2","No","No","5","6","1","Yes","No","yes","71-80","3","Practical","7","Average"
"1021","Female","Rural","Under Graduate","20","3","Mobile","Middle Class","6","4","No","Yes","2","7","2","No","Yes","No","81-90","4","Practical","7","Good"
"1022","Female","Rural","Under Graduate","20","3","Mobile","Middle Class","4","4","No","Yes","2","7","1","No","No","No","71-80","1","Practical","8","Average"
"1023","Female","Rural","Under Graduate","21","3","Mobile","Middle Class","4","5","No","Yes","2","7","2","Yes","Yes","No","51-60","4","Practical","8","Good"
"1024","Female","Rural","Under Graduate","19","5","Mobile","Middle Class","4","2","Yes","Yes","8","7","4","Yes","Yes","No","71-80","4","Practical","8","Average"
"1025","Female","Rural","Under Graduate","20","5","Mobile","Middle Class","6","3","Yes","Yes","8","7","4","Yes","Yes","No","71-80","4","Theory","8","Average"
"1026","Female","Rural","Under Graduate","21","6","Mobile","Middle Class","4","5","No","No","6","6","3","Yes","Yes","No","71-80","5","Theory","10","Good"
"1027","Female","Rural","Under Graduate","21","6","Laptop","Middle Class","5","5","Yes","No","8","7","5","Yes","Yes","No","71-80","5","Practical","10","Good"
"1028","Female","Rural","Under Graduate","20","3","Mobile","Middle Class","4","4","Yes","No","4","6","1","Yes","Yes","No","71-80","3","Practical","5","Average"
"1029","Female","Rural","Under Graduate","19","3","Mobile","Middle Class","6","5","Yes","Yes","4","8","4","Yes","Yes","yes","91-100","4","Theory","8","Average"
"1030","Female","Rural","Under Graduate","20","6","Desktop","Middle Class","3","1","No","No","3","7","2","Yes","Yes","No","71-80","5","Theory","10","Average"
"1031","Female","Rural","Under Graduate","20","3","Mobile","Middle Class","3","2","No","No","3","6","3","No","Yes","yes","71-80","2","Theory","6","Average"
"1032","Female","Rural","Under Graduate","19","6","Mobile","Middle Class","2","3","Yes","No","4","6","2","Yes","No","No","61-70","3","Both","6","Good"
"1033","Female","Urban","Under Graduate","20","6","Laptop","Middle Class","4","3","No","No","5","7","1","Yes","Yes","yes","81-90","5","Practical","10","Average"
